,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
0,5.43513445731402,0.0412494873532655,0.1342220762273553,1.0,0.0,0.0,1.0,0.0
1,7.135734426294046,2.217512880914478,4.51882225081055,1.0,1.0,0.0,1.0,1.0
2,7.491515440422483,0.8439632727768417,4.423144534128651,1.0,0.0,0.0,1.0,1.0
3,1.9433350854479383,4.338409444319834,4.124293801466807,1.0,1.0,0.0,1.0,1.0
4,14.634330237139256,1.4746014432724937,0.0501671206525792,1.0,1.0,0.0,0.0,0.0
5,3.605271904309991,0.8784769793159332,0.4941128554966492,1.0,0.0,0.0,1.0,0.0
6,15.129701699231491,0.6456528790509714,4.412740912571073,1.0,0.0,0.0,1.0,1.0
7,29.108235862448847,2.032058927449159,4.149769351633502,1.0,1.0,0.0,1.0,1.0
8,18.531069953605385,3.842113258403832,4.143555675137363,1.0,0.0,0.0,1.0,1.0
9,11.545546827520456,7.058771179198653,4.319130326217746,1.0,0.0,0.0,1.0,1.0
10,36.31279834132813,0.1138578026034005,0.1344258854671715,1.0,1.0,0.0,0.0,0.0
11,21.995393444253967,0.0558905706221659,0.7757616741383633,1.0,0.0,0.0,0.0,0.0
12,38.752445701611485,3.882162545256415,4.047193465037461,1.0,1.0,0.0,1.0,1.0
13,19.7939894414322,0.505498147818967,4.078310559844744,1.0,0.0,0.0,1.0,1.0
14,7.606219412233568,0.6701135814965856,4.353802846990831,1.0,1.0,0.0,1.0,1.0
15,49.66440030996462,0.5373708452146125,4.166663275843972,1.0,1.0,0.0,1.0,1.0
16,38.24609977279197,0.7523611822288147,1.2652814024803232,1.0,0.0,0.0,1.0,0.0
17,36.04805247280673,0.4119353273365425,4.049359713007191,1.0,0.0,0.0,1.0,1.0
18,44.34556959623853,1.3244867478810252,4.267813957280532,1.0,0.0,0.0,1.0,1.0
19,4.94174485136005,0.8119658664970074,4.178695991971079,1.0,0.0,0.0,1.0,1.0
20,21.69202153741498,0.0928040599659112,0.7609280116269901,1.0,1.0,0.0,1.0,0.0
21,7.059712128629972,1.3856625418426003,4.0432251253755975,1.0,1.0,0.0,1.0,1.0
22,9.209466706379846,0.7325666434927479,0.5714705721350883,1.0,1.0,0.0,1.0,0.0
23,43.83137862092168,0.4677352593602193,4.440973342736039,1.0,0.0,0.0,1.0,1.0
24,8.133688081546419,1.2416908067225796,0.4706502533855647,1.0,1.0,0.0,0.0,0.0
25,15.287682991178311,0.1316271624923505,0.4902638361829015,1.0,0.0,0.0,1.0,0.0
26,12.51413263729469,0.0526714159706585,4.415289915054598,1.0,0.0,0.0,1.0,1.0
27,34.29148368090993,0.0519366294251735,2.4116186094624528,1.0,1.0,0.0,0.0,0.0
28,5.078954920810593,2.9043821582507623,4.121807165351703,1.0,0.0,0.0,1.0,1.0
29,3.0003951566995,5.929645292014076,4.089881255023407,1.0,1.0,0.0,1.0,1.0
30,20.00929482668217,0.3235775984620261,4.373749450816242,1.0,0.0,0.0,1.0,1.0
31,30.978794375318657,0.541689891709428,4.510966638923523,1.0,0.0,0.0,1.0,1.0
32,6.5461080454058,0.7130659209197345,1.0828276190324726,1.0,0.0,0.0,1.0,0.0
33,15.997440049376316,1.667098174081192,4.436326119007958,1.0,0.0,0.0,1.0,1.0
34,9.871641718999244,1.006732705127648,4.065056036706229,1.0,1.0,0.0,1.0,1.0
35,39.94865844007556,0.6342594652409494,4.40810307761898,1.0,1.0,0.0,1.0,1.0
36,14.094166082162545,4.886388181422516,4.158440008807528,1.0,0.0,0.0,1.0,1.0
37,25.42208911390098,0.0592185323885184,0.3605185913709768,1.0,0.0,0.0,1.0,0.0
38,8.332397837155069,1.2745630978337428,0.8467256141730044,1.0,0.0,0.0,1.0,0.0
